Puzzle,Solution,
..4......2....7.9.76........8..3....3.76.2...9.5..8.....69.5.8.5.9.23..4...4...2.,intermediate,894561273251387496763294851682139745347652918915748632426915387579823164138476529,
...12..38.4.5....6..368...15......94......82...92..6.5.....5.....1...3...54.....2,intermediate,675124938148593276293687541582361794716459823439278615327815469861942357954736182,
.....1...4....6......4.9.5..9.6.5.8....9..6..2..14...7.....2..665...42....8...7..,intermediate,582371964419256873736489152397625481841937625265148397974812536653794218128563749,
..46....3...7.586..8...45.73....61.....5.....1...9....6...17.8....8..3..8......7.,intermediate,574689213931725864286134597398276145762541938145398726653917482417862359829453671,
...2.1...6...........3.9.483.6...9..9.7...42...2.8.3.6...8.4.7..1.........9.3....,intermediate,798241635634578219521369748356412987987653421142987356265894173813726594479135862,
...2...7..2.86..1..684.7..2.5.1...9...........7...96..6.7...4..1.5....2..9..8.1..,intermediate,514293876729865314368417952456178293931642587872359641687521439145936728293784165,
....43268...7.5.....8.......5...7.....7.....3.4..1.5.2...5.43..........1.8217...6,intermediate,715943268426785139938261745253897614167452893849316572691524387574638921382179456,
.7.....35......1.6...4...2.6...7..1.4..8..2..71.2....43..7...6...2.5...7.4.3..5..,intermediate,279681435534927186186435729623574918495816273718293654351749862962158347847362591,
....78.5...4...71....4.....15......82..9..5....7.1........574.....1.23..8..34....,intermediate,931278654684593712725461893153726948268934571497815236312657489549182367876349125,
...83.7..68.9...4..75..6............5.....67..4.2...59..83.9...........49.2..5...,intermediate,294831765681957243375426981719568432523194678846273159468319527157682394932745816,
.5..983..3.6....78.8......1..763.2.........9.61..7....179.8..2.2...1..83.........,intermediate,751498362346152978982367541897635214523841697614279835179583426265914783438726159,
...8193..2........6...4.....47.............1...91.7..3....7.1........84..7..24.3.,intermediate,754819326213765984698243571147396258386452719529187463435678192962531847871924635,
........8.....86.....65.9..7....5...8..3625..9........3..2.7..4..25.4.......9..7.,intermediate,651429738293718645487653912726945381814362597935871426369287154172534869548196273,
4...5.1.8.6...3....2.8.19..........4...1.....5...846.3....3.86......82..6...9...5,intermediate,493756128168923457725841936216379584834165792579284613942537861357618249681492375,
....48952...5.9.368.............3...74....5..2....5.6...8..6.943......2..94......,intermediate,136748952472519836859362147965483271743621589281975463528136794317894625694257318,
..3.2.7....1843..6.....64..7.51.8...3...65....1.43......76...13.2..8............7,intermediate,463521798971843526258976431745198362382765149619432875897654213126387954534219687,
......4..6..9....1...4518...74....5.........6.....81....3..56181....4.93.....65..,intermediate,981672435645983271237451869874169352312547986569238147423795618156824793798316524,
3...58..229..46...5....31..41....8...69.....18....54.9........8...6......23......,intermediate,341958672297146385586273194415369827769824531832715469674532918158697243923481756,
425...3....8.......3....628..18..53..9.45.8....23.94........1...19....63.....6..4,intermediate,425678391968231745137594628741862539396457812582319476654923187819745263273186954,
..3..9......31..8....7.42..32..........27.....8.54.7.35.........1......98...97..1,intermediate,243689157765312984198754236327968415451273698986541723579136842614825379832497561,
..5..4.........529.6...1....3.18......6...4...8..3......3..96.2........119..68..3,intermediate,725894316841673529369251874934185267516927438287436195453719682678342951192568743,
...9..12....17.9.3....32..8....8...77.13...92......4.5.2.8..7.9......5..5..7.3..1,intermediate,375968124682174953419532678254689317761345892938217465123856749897421536546793281,
....52..4......23..98......68......5.49......3...4.62.56.3..84..2.....69........1,intermediate,136852974457169238298473516682731495749625183315948627561397842823514769974286351,
21....5.9..6...4....9....2172...91..4.5.....6......2.4.9.1.47.......2..3.....3912,intermediate,214876539536921487879345621723469158485217396961538274392184765157692843648753912,
..1......479.2...8.3...84...5..81.3.....93.8.....7...5.1...5.4....9...72......3..,intermediate,581749623479326518632158497754681239126593784893472165217835946365914872948267351,
.......8...5...1.7....71.2....59.8..67....2..8.2.6..3..3....7.........13....8756.,intermediate,721456389965238147348971625413592876679813254852764931236145798587629413194387562,
.9..6.......4..1....6.873.4839......6.......7.7..534.6....75......3...1.....1..85,intermediate,493561278758432169216987354839746521645129837172853496981275643564398712327614985,
.3.6....1925........7...4..46.51..29.....6.1..9....6.4.........15..9...22......43,intermediate,834657291925481367617239485468513729372946518591872634743128956156394872289765143,
......6..52....4.....2...1.....4....73...6.8..5......3.4.5.827.....6......6.21.35,intermediate,397184652521637498864259317618345729732916584459872163143598276285763941976421835,
..5....94...1.95......5386....61.2.8..3.8.........2......2.....6.....142..843..5.,intermediate,315826794786149523942753861579614238123985476864372915451267389637598142298431657,
..56...4....5..81.1..48.62.4.......1.8.......6..1.....2...9..345..34.....4.261..9,intermediate,825613947964572813137489625492758361781936452653124798276895134519347286348261579,
.9.7.63.81..8.3.69....4.1..38..2.....4..6..1..1...87........697.........4..3.....,intermediate,594716328127853469863249175385127946742965813619438752231584697958671234476392581,
9..7...8......5...........6.4.5....2.698....7.2867.5....79.12....2....1...5...7.8,intermediate,916723485874165923253498176741539862569812347328674591637981254482357619195246738,
2.4....7...........75.......6.....2.51.68..4.4.3...5..6..87...2....4...882..13..4,intermediate,234561879986732415175498263768354921512689347493127586649875132351246798827913654,
...4.17.2..4.3....1..2....6..9...243.8............319.....768...41..2..7..2.....1,intermediate,958461732624738519137295486519687243283914675476523198395176824841352967762849351,
9.56.42...3............97.....5..8..47.8...........92...3.......94.28...8.2.375..,intermediate,985674213137285649246319758621593874479862135358741926713956482594128367862437591,
.37.....6..2..1.79......3.87...2..6....64...7.4...8...6........891.........9.3...,intermediate,937584216482361579165297348758129463319645827246738195673812954891456732524973681,
....3.6.7.2...8...43.7...1........7.......1..7...4..5..184.....3....58...76....2.,intermediate,185234697627918543439756218894521376253697184761843952918462735342175869576389421,
.6..2.5..8....9.72...5..1.45.......76...87..5.491.........71...9..2...6.......9..,intermediate,163724589854319672297568134538692417621487395749135826486971253915243768372856941,
.1..2...3......1..3..7...468...3..6.....96.38....4.7.97......8.2.....6.7..6...91.,intermediate,617425893924863175358719246895237461472196538163548729749651382231984657586372914,
..8.....3.......6..7.52....62........1...5678..7...4..3...87.14.4.....8.7...16...,intermediate,598674123234891567176523849623748951419235678857169432365987214941352786782416395,
.....5.9..8.........586..27.6..5..39378.4.......6...7..274...5..542.....8.6.....2,intermediate,612375894783924516495861327261758439378149265549632178927483651154296783836517942,
.5....8....6......9.8.6.423..........897.2....6..8..94........2...54.3.7..7..9.5.,intermediate,154923876326874519978165423713496285489752631562381794835617942291548367647239158,
.1...5.....8.23...53.7.........38.9...3......2....47.5..1...9.........87.591....2,intermediate,417895623698423571532761849175238496943576218286914735761382954324659187859147362,
..2....8...8...6.71..5.6....2...786...5.......1.....42.4.6.2....5..7.9..6......1.,intermediate,562749183498321657173586429924137865835264791716895342349612578251478936687953214,
...129....7.38...........4.......6.7..18.......4....1883.27..96........2.....6.73,intermediate,346129785579384261218657349983415627751862934624793518835271496467938152192546873,
....23..4..2.7..3.6.3...25......9....1......94..6.5.7...............7.4.35...496.,intermediate,175823694942576831683491257738149526516732489429685173294368715861957342357214968,
.2.........57...2.7..........6..3.9..93.....44..1.9.75..7..1.4..1..4...2...23.76.,intermediate,621984537835716429749325186176453298593872614482169375267591843318647952954238761,
3......27..1.7.46...2........74........95......5..3.9....6.....7.32.9.5..94..71..,intermediate,369145827851372469472896315987421536236958741145763298528614973713289654694537182,
.2...9.81.64............5.........2....345..8....6.3.9.3..2.......486..55...9.6..,intermediate,725639481164857293893214576356978124912345768487162359639521847271486935548793612,
5...............4.8.6..5........127...125......4..6.8...547.3..6.3.....7...3.....,intermediate,517624839932187546846935712369841275781253694254796183125479368693518427478362951,
.68.3..5...4..692.3.27.5.8..765....8.....734................2.............58.2.7.,intermediate,968234751754186923312795486476523198581967342293418567849671235627359814135842679,
.....8..6..4.....2.5.....3.....326..7.1......8.....7.4....4...3.2761......352....,intermediate,319258476674391582258476931945732618761984325832165794196847253527613849483529167,
.........5726...1...628......1..9.5...876.....57..1692.........42....7.....57.1..,intermediate,984157263572693418136284579641329857298765341357841692715438926423916785869572134,
..7.3...9....5.....8..9465..6.4..1.7......4.8..........1.....8.95...1.....436.51.,intermediate,547136829639852741182794653368425197725913468491678235213547986956281374874369512,
5...1..2.47.....1.6..7..84.............2.56...4.6....3.....2...3..4.8...2.6..148.,intermediate,593814726478926315621753849865139274137245698942687153784562931319478562256391487,
6..........7.1.8.5...5.4.7....7.........9.13.54..6.9....594...38.9.........3.6.1.,intermediate,651879342427613895398524671916732458782495136543168927165947283839251764274386519,
.3.4..8..6...1...4.98...3.......659...915...82...8....1........3...2.4.6......2..,intermediate,531497862672318954498562371813246597749153628256789143125634789387925416964871235,
..8....74.4......3....17........8....36.4.95..9..6.74.1.9...3..48.....15..7....9.,intermediate,918326574742985163365417829574198236836742951291563748129654387483279615657831492,
.5.8..4..6....4.9.3.2....76..73.....5...42......9.8......7.3.6.....963.2...5.....,intermediate,159867423678234591342159876867315249593642718214978635925783164781496352436521987,
.5...9..1.4..5..8626..1..7...1..8.6..........7.........24.851....59........2..84.,intermediate,357869421149752386268413579491528763582637914736194258624385197875941632913276845,
..........3....6.76.7.1..3.5687..............2..5...1..9..382...5....1....1..5.86,intermediate,985367421132854697647912538568791342419283765273546819796138254854629173321475986,
5..8...36............9.748..38..46.5257...84..........74........9.5........3.8.5.,intermediate,574812936982463517316957482138724695257639841469185273745291368893576124621348759,
.....9..6.5.6..3..8.2....9....8....2......478.9...7...3...8..6.....4...34....652.,intermediate,743519286951628347862374195174863952536291478298457631315982764629745813487136529,
5..71....2....3......8....9....3.......9.7....3...16..3.7..8.95.21..9.37.9.....2.,intermediate,549712368286493751173865249758236914612947583934581672367128495421659837895374126,
4....36...6.8.1.....3.9...........8......49...9...5.4..2..6.1.914.5....89.6.12..3,intermediate,418253697769841532253697814534926781671384925892175346325468179147539268986712453,
.......8...31..2.....4.......5.83.1.........6.6295....3..2.16.9.5......4.26.4.8..,intermediate,617529483543168297298437165475683912839712546162954738384271659751896324926345871,
......6286..819............7.....2..1..2...85...7.6..1...6....9.3...7.....2.53.17,intermediate,319475628624819573587362194748591236196234785253786941471628359935147862862953417,
...........167.9.....1...38...9..2...4.3..18.7....2....12.6.7....82.4...3........,intermediate,896523471431678925527149638163987254249356187785412396912865743678234519354791862,
1.........247....1736.....4...69......2..3.7..5.4..1..24531.9...........6.15.7...,intermediate,189264753524739681736851294317695842462183579958472136245318967873926415691547328,
.8............1....9....6...5...47....1.5...9..97.3..1..54...368.45..9...1...6.7.,intermediate,483269157526871394197345628258194763731658249649723581975412836864537912312986475,
...3.1.74....7..2....9.63.....5....25...3..4.47..1.63..1............2.6.2..1.9..7,intermediate,896321574134875926752946381368594712521637849479218635617453298945782163283169457,
..5.64....9.7..6...7.12....1.....943..........52..6...3...5...7.47...2.5..94.....,intermediate,215864739498735621673129854186572943734981562952346178361258497847693215529417386,
...5....66..7....12..4.....4..9.5.....7.8.49.....4.2...8......7..9....1.1...2....,intermediate,834519726695732841271468539423975168567281493918643275382194657749856312156327984,
9....368.......4...17...3..........879....1..8.6..92...7..3....2.9...7..3..64...1,intermediate,942153687538276419617498352123764598794825136856319274471932865269581743385647921,
........64...8.12.....94...8...2....2.64.9.8....5....2..89.....7.....4....2.46751,intermediate,189275346457683129623194875895721634216439587374568912548917263761352498932846751,
..9...73..3..8...5.....9...2..5.....38....9.47.4.1..........4.2............752.83,intermediate,819425736437681295652379841291548367385267914764913528173896452528134679946752183,
..57......7...4.6896.82...45........2.841......9...................46.526.729....,intermediate,485761239372954168961823574546379821238415697719682345124537986893146752657298413,
........36.7.....9.1.8....5..8.5.....5.7839.....4.9......1.54.....64.7.8....7..1.,intermediate,845916273627534189319827645498251367156783924273469851782195436531642798964378512,
8.21..3..16.8.2..77.....8.........82.....963......7..9.....4.634.7.96.1..........,intermediate,892175346163842597754963821349651782571289634628437159285714963437596218916328475,
..3.9..4.7.61.3.2....2..1....7...3.....62.........9....743..95....7..41......1..3,intermediate,213896745746153829895274136927518364438627591651439287174362958369785412582941673,
...397.4.3..........1..6....8...9..11.2.7..8.....182.44..621..72.....9...3.......,intermediate,826397145375142698941856723584269371162473589793518264459621837218734956637985412,
.51..8...4.6.5.....8.......1...69..3...8....1..8..3.45.......2..65....9.2.3.9..8.,intermediate,751948632496352718382716459124569873539874261678123945917485326865237194243691587,
...4316......9.4.....8....9.5..2...8.......4...9.14....4398...758.1......72....5.,intermediate,795431682368297415421856739654329178217568943839714526143985267586172394972643851,
......6..32...98.77..8..5.3..5.........3.87...6.............1.2...1.2375..3..59.6,intermediate,958731624326549817741826593835217469492368751167954238579683142684192375213475986,
.6...13..25.3.......794.1.6....3....3.2..5..794.27......5............6.....4....9,intermediate,469581372251367894837942156576134928312895467948276531785619243194723685623458719,
6..5...1...2...7...59723.8......8.6.9.1.6...8.6...9..1...89.235....7.............,intermediate,673584912482916753159723684527138469931467528864259371746891235298375146315642897,
..48.....9285...74.3..7.....9.......4...1....2.5....49.874....1...157.3.3...8....,intermediate,754896213928531674136274598891745326463912785275368149587423961649157832312689457,
2.48..9.1.7.......9......82.9....436...4......3.7..2.......8.....16...9..2.1..6.4,intermediate,254837961876921345913564782197285436682413579435796218569348127741652893328179654,
....3..24.8.5....1...9.8...9.47......2....485.....1....3...4.18.1.3............97,intermediate,596137824483562971172948653964785132721693485358421769639274518817359246245816397,
.7..9..........2..296.7...481.......3.7........2..3.81...4.7..3...9.24...8.61....,intermediate,578294136134856279296371854815769342347128695962543781629487513751932468483615927,
3...2.46..5.....39.461..5...2...........3..1....4529......496.....2863.4........8,intermediate,319528467258674139746193582527961843694837215183452976835749621971286354462315798,
.4..8.9...3867...1..91..62..12.6.....6384.1....4.....7..............1.4...6.2....,intermediate,641582973238679451579134628812967534763845192954213867127456389385791246496328715,
......963.....4..5...........61......4.7..31.29....4.77....6.5...5.1..3.4...9.7..,intermediate,184572963632984175957361248376148592548729316291653487719236854825417639463895721,
....4...57..3.6.8.....2....1......632....7......13...76.1.....232.6..47..5...1..6,intermediate,912748635745316289863925714174892563239567148586134927691473852328659471457281396,
..5.........712...1.......9...4....6....51.8..542.89....1.....8.2...6.45....95.2.,intermediate,735649812698712534142583769819437256267951483354268971571324698923876145486195327,
.7.48....9..6..2.....9...73....3...4.46...9..7.9......6.8....25...8..346......8.9,intermediate,375482691914673258862951473281739564546128937739546182698314725127895346453267819,
1.3............8...82...951.....3..5...6......581....2825.....4.3....1....6.24.39,intermediate,173598246569412873482376951697283415241659387358147692825931764934765128716824539,
8..45.7.2.5...6.......32.94.3.5.92....2....477...2..............7....3........48.,intermediate,893451762254796831167832594436579218512683947789124653348265179671948325925317486,
.7.4......1..68..44..1...87..98.4......92..5..5...1..........1.8.2....6.54.......,intermediate,678432195915768234423195687139854726784926351256371849367249518892517463541683972,
..6.95.....263............1.1...3..43.914..5.6.7......7...562.3.2............2...,intermediate,136895427472631598958274361215963874389147652647528139791456283524389716863712945,
....1.25481......6..2.9....4..68...3.8.9.....3.1......6.......92.5..3....4......8,intermediate,936718254814352976752496381429685713587931462361247895678124539295863147143579628,
.........68.....7......4.5.5...6...4274.8...59..7...1...9.7.1..7.....2.64...96...,intermediate,345817629682953471197624358518269734274381965936745812869572143751438296423196587,
..72.4..3..9.5..12..1.3....6....1.....49625..9..4......135.7...2..19.7.........5.,intermediate,587214693369758412421639875658371249134962587972485361813547926245196738796823154,
9.4..56..61.......8...........15..393.57..1.4.........16..37.....7.14...........6,intermediate,974385621613279845852461973746158239395726184281943567169837452527614398438592716,
...2.8.6..1..76.......9...3..4..28.......96...7.8.1..9.....7.9....6..2.1..8.....7,intermediate,359218764412376958786495123694732815831549672275861349523187496947653281168924537,
1.6........5...1....34...8.........64..9........6.7893.....8.67..7...5.......14..,intermediate,186579324245836179973412685739185246468923751521647893314258967897364512652791438,
.7...6.3..1839..62.9......76....2.....35.....52...3....6..8...5......72.1..6....8,intermediate,275146839418397562396258147681472953743569281529813674962784315854931726137625498,
6........73..........283..616.....5...8.......7.3...9.31..62.78.9.17...3.....59..,intermediate,682791345731546289459283716163429857928657134574318692315962478896174523247835961,
6.8.59.1.5...1.4.274......92......85.64.2....1..7...9.............1....7.....8.2.,intermediate,628459713593817462741263859279341685864925371135786294952674138386192547417538926,
.8..31.....3.2.......8..4.7...2..1......9...6..4.......287....44.1...3...7.1..89.,intermediate,587431269643927581192865437869274153215398746734516928928753614451689372376142895,
.415.9...7..86.2....9....4.58.2..169......45.........8........262.7...1...8...7.5,intermediate,241539876735864291869127543584273169312986457976415328457391682623758914198642735,
..9.72.1.31...8......1....843....2.5..7.....1..2.4...9....9....78.......5.....482,intermediate,849672513316958724275134698438719265957286341162543879624895137783421956591367482,
..5........1.2.79......432..3.1.5..6526....1.......9..4.2....79.1...64....7......,intermediate,245937168361528794798614325839175246526493817174862953452381679913756482687249531,
.....1......43.17..36....8...5......3......9....5...4..4.3..7.881.7.693..5.1..4..,intermediate,427861359598432176136957284975614823364278591281593647649325718812746935753189462,
...98.1.6......954...2.....2.54....9.....1.......6...8.513...6..4...23.1...8..4..,intermediate,574983126382176954196245837215438679968721543437569218851394762749652381623817495,
2......3.5....8.1747.3....59...1..24...5.7....3....8...8.2.1.4......4......7..5..,intermediate,298175436563428917471369285956813724842597361137642859789251643625934178314786592,
4.....1.7....2.46.7.3.6..2..81.4..........3.....1.......8...2..69..3..4...72.8..3,intermediate,426859137819327465753461928381542796275986314964173582538614279692735841147298653,
5..4.6...8...2...12.795....7......15.5.16.....9......44..5.8..2..2.9..8.....1....,intermediate,513486729869723451247951863728349615354162978691875234476538192132694587985217346,
.4..37...8..26.7.........1..581..2..2..8....7.6...2..4........36....48..1........,intermediate,941537628835261749726498315458173296219846537367952184582619473693724851174385962,
..6941..2.5.7.2....9..6....9.51....6..7.892...48................7.8....1..142.5..,intermediate,786941352154732689293568174925174836617389245348256917439615728572893461861427593,
82...7.64.....32.7...2...8..318........1.6.....5.........3...5.6.47.8...7...5..4.,intermediate,829517364516483297347269581231845679978136425465972138182394756654728913793651842,
21847..5.............952...12.53.4.8.5......1.8.7.9..5..719..8.....4...3.........,intermediate,218473659945681732376952814129536478753824961684719325437195286861247593592368147,
.2.........4218..91...9..5.9.3.....1.7..4....2..97.843.8..2...4.9.3...7..........,intermediate,629735418754218639138496257943852761871643925265971843386127594592384176417569382,
7...5.82..............9....6.......12.4.1....5..9.87..4.51...6....62.5...2..45.78,intermediate,769451823841732695352896417698274351274513986513968742435187269187629534926345178,
.....492.1........3.8...561.......48......2....3..2.1.82...3..4..5.28.....16.5.9.,intermediate,567184923192356487348297561259761348614839275783542619826913754975428136431675892,
.7.62....9.......246.....39..4.......8......37.9.428....7..3....9........318..627,intermediate,173629485958431762462758139324586971685917243719342856247163598896275314531894627,
6.7..8.3....567.......9.4.....97.5.......1..948....6.....7..3......56....1.3.975.,intermediate,697428135341567892825193476162974583573681249489235617958712364734856921216349758,
.71...5..89.25....6...9...89..8.5..7.82.....1....6....35.......2.6.......1..3..8.,intermediate,471683529893251764625794318964815237582347691137962845358429176246178953719536482,
.67.....3..4....2893.....1.6.91..8.7.4.2...9...8.6...1...........36.21.4.86......,intermediate,867921453154736928932584716629145837341278695578369241415897362793652184286413579,
....9...592.538..1.8...2..46...5.8.......6......8..5...9..2.....61....4.53..49..6,intermediate,316497285924538671785162934672954813853216497149873562497621358261385749538749126,
.6.......7..42.9...987..1............1......28...5.7..9..2.5...58.69....6...7.2.9,intermediate,164589327735421968298736145357812694419367582826954713971245836582693471643178259,
...58.....7..6.....94.....3..6....5..8.....2.....2.89.7.3......84.2..9....53...4.,intermediate,132584679578963412694172583216798354489635721357421896723849165841256937965317248,
...........3.6.9.7..72...534.5.7...23..9....17..6.35...12.....5...52.......7.64..,intermediate,159387264243165987867294153495871632386952741721643598612439875974528316538716429,
91......75.....1....8...2...........4.15...8..8...26..7.2..4....6..987.....2....4,intermediate,913825467527649138648713259296481573471536982385972641732154896164398725859267314,
62.953.7.1....25......8......31..9..................639...2.....31..87...78....29,intermediate,624953871189762534357481296763145982492836157815279463946527318231698745578314629,
......6...29..87.4.......82..3.17.6....26.9..........7..4.........73..1....1.93..,intermediate,587324691129658734436971582293417865871265943645893127314586279958732416762149358,
..5.28......3....8......4.6...2.3.47...75.8..2......6.4....1.....8.6.1..1.2....54,intermediate,945628731621347598783195426856213947394756812217984365469571283538462179172839654,
.....2......6...828..43.5......6...1..6.7.8...4.8.......5...4...745..2..3.8..1..6,intermediate,653982174497615382812437569589263741236174895741859623965328417174596238328741956,
38.6..75.51..3..64..41..2......6.......2.753.7....3..61..7...4............5..43..,intermediate,382649751517832964964175283231568497496217538758493126123756849849321675675984312,
2.9...4.1.1...4.3....2.6...1.8.......4....3........1265..42...8....59.6..3.......,intermediate,269538471815974632374216859128365947647192385953847126596423718481759263732681594,
4..5793.8..7.13......84....8..19..27...7..........2.......8.9.1........39.135..82,intermediate,426579318587213496319846275834195627692738154175462839253687941748921563961354782,
...26..9..819......9.34.2..4.8..9.7...9.2.6.....6..3...42....3..1...........7....,intermediate,374261895281957463695348217468139572539724681127685349742516938813492756956873124,
7.3.......8..6...1...51...96....8..3.....61..5..7...2.152.8........3....8.92.5...,intermediate,713849562985362741264517389627158493398426175541793826152684937476931258839275614,
.5.3..1.........289.1...5..3...2..1.78.....9.....36..2.79...8....8..19.....5.....,intermediate,856342179437915628921687534364829715782154396195736482279463851548271963613598247,
..361.94............5.4..7..8....4.9..95.....1..4..6....8....3.65....7..9......64,intermediate,873612945491357286265849371586173429349526817127498653718964532654231798932785164,
.5......77.489..6..8....39...72......6..8..593....7.26.4........2....53.6......48,intermediate,956324817734891265281675394517269483462183759398457126145938672829746531673512948,
....85....51............28....8.71..725..3....8.4......7....61..3...28......36..2,intermediate,297385461851264379364791285943857126725613948186429537572948613639172854418536792,
....24......3...9......62..3.......7.97..264.6.2.5......9....3.2...43..51..79.4..,intermediate,976524813425381796831976254384619527597832641612457389749265138268143975153798462,
..1.74.8..728..36.8..5..............2.....85......624.7.6.1.43..4....6....5..8.1.,intermediate,631274589572891364894563172468125793217439856953786241786912435149357628325648917,
.4...12...73..2...6....49....529.4....1.....323.......15.3.........6.3.7..6..9...,intermediate,548931276973652841612784935765293418891546723234817569157328694429165387386479152,
4......3.......9.5.9.1.7.....6.......19..2..4..2369..1.7.25....2...34.......76...,intermediate,467598132128643975395127846836415729519782364742369581673251498281934657954876213,
.....2..9.5.3...716...........96....3...5...2819.....3..7.8..............26.758..,intermediate,743512689258396471691748325572963148364851792819427563137284956485639217926175834,
.6.79..........75.....5..61.9.4..6...5..6..9......78..4...........8.4..28.1.....9,intermediate,563791428189642753247358961392485617758163294614927835475239186936814572821576349,
..48...73..8.3.69.7..5...48.8.......91...3..4..3..5.81.96..1......3........7.4...,intermediate,264819573158437692739526148587142369912683754643975281896251437471368925325794816,
3..1...96.1..2..3...6.891......3.......6...24.3.4.2.6......1.....1..594..8..4..1.,intermediate,352174896918526437476389152264937581197658324835412769543291678721865943689743215,
4.................18...5...8...62.4...4....735..8..1........3.....72.5.83.51.8.27,intermediate,473681259956237481182495736817362945264519873539874162728956314641723598395148627,
...5...1..86.31...7........1.4...5.88...5...7...87.46..27..3....5.....2.6.1.2....,intermediate,293548716486731952715296384174362598869154237532879461927683145358417629641925873,
...2986.5.......48...6...2.....8....8.6..41.....5....312.43.89......6.3.5........,intermediate,374298615612357948958641327245183769836974152791562483127435896489726531563819274,
.9...273.....8.9.1.13......8.....1...6..41.......9...8.379..6..4..........9..72..,intermediate,598412736246783951713659842854376129962841573371295468137924685425168397689537214,
....26.83...........28.74......15.....4.8.......3.21...27...6.84.....5...356.4..7,intermediate,741526983358941762692837451273415896164789325589362174927153648416278539835694217,
6..1..9...1.89.5....967..8......31.9....1...3..8......9.......2.6.3..7......5..6.,intermediate,685132947217894536349675281526483179794516823138927654953768412862341795471259368,
..24....3......4..86...3.9...32..61.5...9.....2...1.3..3......9.89....644.5...1..,intermediate,152469783397182456864573291943258617516397842728641935631824579289715364475936128,
.614...39.........3...5.82...8.3.5...3.....9...681...4.......4.4.....6.3...59...1,intermediate,561428739827963415394157826148739562732645198956812374215386947489271653673594281,
1.35.27...4..7......2........4.....785....2.1.1...8.....12..9.34...83....95..4..2,intermediate,163542798948371526572896314634129857859437261217658439781265943426983175395714682,
587......4..........6..4...82..419...5..62..1........8.....78.6....2..9....5.842.,intermediate,587219634432675189916384752823741965759862341164953278295437816348126597671598423,
..8.....1.5..6...8......76.........39.5..76...2.3..97.2...3.8.........26.6..9.3.5,intermediate,678942531359761248412853769784629153935417682126385974241536897593178426867294315,
....6.4..84....5.3...2..78....65894..94.3......5..7....7.92.....2.............6..,intermediate,759863412842719563361245789237658941694132875185497236476921358528376194913584627,
3..864.....5.....7.4.2.........2.....8..46.73..3....4..2..83.....7.....8.9...75..,intermediate,372864951865139427941275386754321869289546173613798245526983714137452698498617532,
91.4......246.5.8..5.38.....4.......6.1..8..9..3....5...25...388...3........49...,intermediate,918427563324695781756381924549763812671258349283914657492576138867132495135849276,
...3..5...74..........89.243.725.8..8.........9...31....597.....4.....9......8..2,intermediate,928346517674125983513789624367251849851497236492863175285974361146532798739618452,
1.5.7...4..8....2..6..8.........7......54.19....29.46..9.....1....1.....8..42.9.5,intermediate,135972684478615329269384751941867532682543197357291468594738216726159843813426975,
.7....1..1..3.....5..4.....36...725....2...38.4....71.........6.8.7..4.....514...,intermediate,974852163128376945536491827369187254751249638842635719413928576285763491697514382,
....3.1..4...1..5.9..7.23...7..4......28....1..41.9.73.2.....8.3.....9........4.5,intermediate,265438197437916258918752364173645829692873541854129673521394786346587912789261435,
.....6435...47.....9..3....9...4...1...6.2.7.7....19...2.7.......5...3...732..5..,intermediate,187926435356478192294135768968347251541692873732581946829753614415869327673214589,
...7.....31...2.......635.7....1.......6.9.4......43.27.3...265.5..9..7.6.......4,intermediate,526748139317952486948163527274315698835629741169874352793481265451296873682537914,
8....3......76.2.1...189..7.......955.....3.....2.....95.3..7..6....79..78.5....3,intermediate,871423569439765281265189437127634895548971326396258174952316748613847952784592613,
...291.3..34.56.8....8..5....2.......6......838..6.2...9....6..1.8.....52...3...4,intermediate,857291436934756182621843579712584963469312758385967241593428617148679325276135894,
...5.9..85....29..1.6...3........6.1...8....29.....8...279.1......3......5..27.6.,intermediate,234569718578132946196748325385274691761893452942615873627981534419356287853427169,
6...2.......65....351......1..8...5...2.1..64...5...17..8.........37...1..4..8...,intermediate,649721538827653149351489726173846952582917364496532817718265493965374281234198675,
...........2.5..1.41...98.5.....69.189.4....6......4.....5...7....1285..2...9.6..,intermediate,538641297962857314417239865745386921893412756126975483389564172674128539251793648,
745.8.....1...2.848...3............5...5...7.9.....238..4.7...9......12...12..5..,intermediate,745681392319752684862934751427863915183529476956417238234175869598346127671298543,
.8....5..4.3....97.2....413.......4...1.8...2..9..4....548.39...9.......3...2....,intermediate,987341526413652897625798413832516749541987362769234185254863971196475238378129654,
..7..8..6..9.2.4....6..98.......7.4.........9.6..5..21..1.9...5.5.4..9.8...58.17.,intermediate,527148396839625417146379852218967543375214689964853721481796235752431968693582174,
2............9...6..83.1.9.3.9516....517.....7..8.3........7.5.9......3.827......,intermediate,293674185514298376678351294389516427451729863762843519136487952945162738827935641,
.4.8....25.7...........7..9.657..........5.98..92.41....4....8.6.2......89.6...4.,intermediate,946851372537926814218347569165789423423165798789234156374592681652418937891673245,
.1296.47...7.....96.8...1....6.7...2...1......2.8..63.4..............8.1...2....7,intermediate,312965478547381269698742153856473912934126785721859634489517326275634891163298547,
..3.1..2.9.8....61.7..6.38....6.72.....5.9........3........1..6.5....7.9..68..5..,intermediate,563418927928375461174962385315687294682549173497123658249751836851236749736894512,
4.7...6..9....3...28379...56..8..2..3.........5967.........8.67..2.....4.....9...,intermediate,417285693965413782283796415674831259328954176159672348541328967892167534736549821,
