Puzzle,Solution,
.2.3.7.4.9.4...35..8.9.5.12.35..2.9........31........8.48..3.7...3.2.....5...1...,expert,521367849964218357387945612135682794896754231472139568248593176713426985659871423,
739..2..6.4........1...7.3..91.2...7.....1...36...49..4.....6...2...65.1......3.2,expert,739842156245163798618957234891325467574691823362784915453218679927436581186579342,
.........463.....2.92....3.......2...7..8....3.9..6.8..1...4.6..8.6.3..92..1.7.48,expert,857362914463915872192478635548731296671289453329546781915824367784653129236197548,
........442...5....96.74.219..51....7...69..8.51.....6.......42......1..8......69,expert,187623954423195687596874321968512473742369518351748296615937842279486135834251769,
6......7....1..6.....4........3..1.......2.6.79......59.32.7..6....1.39..4..6..2.,expert,621835974457129683389476512562398147134752869798641235913287456276514398845963721,
..13....598...5.3.3..48.9....8......4........7....6.9......7..1..3.58.7.87..9..63,expert,241369785986725134357481926538912647469873512712546398694237851123658479875194263,
32....1.6...16..73..7...48...861.........4......5.2..7...231.4....8..7.16..4.....,expert,329748156854169273167325489578613924213974865946582317795231648432856791681497532,
...6....52..7.3.6.9....2.3..8.....1369..1..787..2.6....7...........6...95...2....,expert,347691825258743961961852437482975613695314278713286594876439152124567389539128746,
19.....76.6.42..83............6...4.....319.........188...43.6..4.9.2......7...3.,expert,192358476765429183438167592281695347674831925953274618817543269346982751529716834,
.8...9.46...7...3......15......43.......9..6753........9.1.....8...5.9....6.34.8.,expert,185329746924765831367481529679843215418592367532617498293178654841256973756934182,
...7..19...9.5...7..8..64.5.6...8......53.87....9......8.4.....9..61.5......79.4.,expert,635784192149352687728196435567248913492531876813967254381425769974613528256879341,
.6...134.1.7..39.....9.2.....4......3.5.9..6.72.1..5...4..3....97......5..3...1..,expert,269571348157843926438962751894356217315297864726184593541739682972618435683425179,
23.......4...2...5.9536...4......8.....7...6116....42...84....9...5.9...9...32.4.,expert,231954786476128395895367214749216853582743961163895427628471539314589672957632148,
......3..97...4.....593...........4..3..1..897.8..5.....6.5....58.6..1..1.......3,expert,412586397973124865865937412251398746634712589798465231346251978589673124127849653,
........39....3.7....86...2......92.6...2...171.....4...9.3..67..4......187.42...,expert,871294653926513874435867192548371926693425781712986345259138467364759218187642539,
...5.23......4...6....91.82...8.....642.3..9.35.42....5.491....18......9.36......,expert,869572314215348976473691582791865423642137895358429167524916738187253649936784251,
.921..46....7.....34......11.8..4..9.6....8.......13...17....8..892.....6.......2,expert,792135468851746293346829751178354629463972815925681347217493586589267134634518972,
5.1.649....2.5.....48....6..2....1............64.3...8.....5..635...8.4.....1...2,expert,531264987692857413748193265825476139973581624164932578217345896359628741486719352,
........1.49...53..8.3......16.....3298....4...36..2.8.25..19.....9...2..6.5.....,expert,537429681649187532182365479416298753298753146753614298325871964871946325964532817,
.48.5.....9536......7..8......9....7.......23....3.8.....2...6.....4.35.26.8....9,expert,348152976195367284627498135836921547519784623472536891954213768781649352263875419,
7..9.8....8.76..9...2.41...51....2.......6.....9.2.5....1..7...92.41.87........56,expert,743958621185762394692341785514873269237596418869124537351687942926415873478239156,
.....3..8.....276..6..17.9........57........3..7.69.8.7..58..1...5.36...9.8.7....,expert,571693428394852761862417395623148957189725643457369182736584219215936874948271536,
314..2.....7...4.5.8..9.......3.....4....59....1...7.35.32.......9.4.5..2..7...9.,expert,314582679927136485685497132796318254432675918851924763573269841169843527248751396,
8..........176.....5.....7..7.12.8.9......15.....8...7......948.9..1576....4.6..5,expert,827351496941762583653948271576124839238679154419583627165237948394815762782496315,
...7....92.79....4.....8.2..8....3.27...4.19..91.....61...97.6...96......364.....,expert,368724519217965834945318627684179352723546198591283746152897463479631285836452971,
.5.73.8..7.........84.......6.84.12...3.1.......62..7.8....64....2.5.3.1........5,expert,259734816716598234384261957967845123523917648148623579835176492672459381491382765,
58.1..6.3.....58....3....1776594....4....6...3..7.......93.........78...6...5....,expert,582197643176435892943862517765943128421586739398721465859314276234678951617259384,
6..41..399...284..........1.2.........6..4.9...3.8.145.196....4..49..8.6.........,expert,678415239951328467342769581425193678186574392793286145819632754234957816567841923,
..89.6....4..27.3..97..1..6.7....1....4.....2......9.3....8..642.6.7..1.......2..,expert,328946751641527839597831426873692145954318672162754983719285364236479518485163297,
.....827..3147.5......6.83..4.....2..28..3...6.35......16......4..8.....2....96..,expert,964358271831472596752961834149687325528193467673524918316245789497836152285719643,
8..9.1.5...93.4.......7....5..8..7...1.79......3...4...5.....3...6....8....416...,expert,874921356629354871135678942562843719418792563793165428951287634246539187387416295,
5....8..7.7.9..8.4..3...91..9..57.......8.5..1....9..32....1....8...23......7.4.2,expert,519438267672915834843726915496357128327184596158269743235841679784692351961573482,
.6..38.....1..2...5..14..6..9...68...36....21..28....4.........14..9..5.......9..,expert,264538719981762435573149268495216873836974521712853694629385147148697352357421986,
6...5.3....47......75.9.4.13....6.............479...12.....25.....4....3.1...7..6,expert,698154327134728965275693481321846759956271834847935612769312548582469173413587296,
..79.4..1.6978...3.1..3....75........4.6...3..36.7.....9.4.3......1.........5796.,expert,387924651569781423412536879751348296248619537936275148895463712674192385123857964,
..3.....59.6..23..24..53.8.68.2.9....3.86.2....57.....5..9.8....6....8........7..,expert,813697425956482371247153986681249537739865214425731698574928163162374859398516742,
.364....5.8.3...........8...5.14..8.....8..9.9...2..3..93....76.....2....4.91....,expert,236478915589361427471295863357149682624583791918627534193854276865732149742916358,
....62.8..5......9..97..31...8......7.6..8..192........95.....6.7.8..9..3.1...27.,expert,143962785257183469689745312518379624736428591924651837895237146472816953361594278,
..2..179....5.7..6..8.6....12............4..9..78...5245.........9....1...6...4.8,expert,562481793314597286798263541123975864685324179947816352451638927839742615276159438,
..2....9.49...5...57........2..7..8..51.....2......4.1.....19.6..6.87....45....28,expert,612734895493825617578619243324176589751498362869352471287541936936287154145963728,
.459...2..2.14.......63.4..1.......6....6.21.98...........8..3..14...6....9....8.,expert,645978321328145769791632458172354896453869217986217543267481935814593672539726184,
.....8..72...........42..1....157.4...78.41...6.......53.......1.8..2....7.51..8.,expert,315698427246371895789425316823157649957864132461239758534986271198742563672513984,
3...9.42.58.42.6.3...6....8..........2.....8..3.54.......28...1.....63..69.1....5,expert,361895427587421693249673158915768234724319586836542719453287961178956342692134875,
.........1...97...2..5....66......2894.7..5....5.........4.....58...64.2..9...681,expert,358642197164897235297513846673154928942768513815329764726481359581936472439275681,
.3.....4..283.7.65.5....8...7.86...4....75......1.3..63..6....8.65.4...7.....2...,expert,731586942428397165956214873172869534683475291549123786397651428265948317814732659,
4....2...3..14......73..91..75..4...2...3.5......7.......79..3..1....4..8.3.5....,expert,451962387398147625627385914975214863284639571136578249542796138719823456863451792,
.........2..69....5....2.7...72.81..4....79.6..196..2.6....4..774..8.26..82......,expert,396871542274695318518432679967248135423517986851963724639124857745389261182756493,
..8..79...136.87...629..........9.57.....2..3.......6..9.8...32....75.....6...5.8,expert,458137926913628745762954381241369857685742193379581264597816432834275619126493578,
.8.4..3..........6.4.....1.8.4..7....293.18....3....62...9...7..72.....91.....4.3,expert,286415397351789246947236518864527931729361854513894762638942175472153689195678423,
....24.....2.5..7.7....84.1..5.....298....35...1.43..9....8......7.1..34.93......,expert,138724965642159873759638421375896142984271356261543789416382597827915634593467218,
.24.8....58...1.....16.......8.....69..3.....365.......5.8...63...96..4.....3281.,expert,624583179589471632731629458148257396972346581365198724257814963813965247496732815,
4.53..29.6....4.5..8......6............7..9.......6.4.79..8........437..23.97...8,expert,475368291623194857189527436812459673346712985957836142791685324568243719234971568,
4...923.........75......2.4.4..21..9...7.....95....7....54.76.1..7....9.....3....,expert,478592316312864975569173284743621859826759143951348762295487631637215498184936527,
....9.5.....7.8...9....2..4.9..5.6...5.4.7...7..9.....4.....9......8.2676..3....8,expert,847693521215748396963512784394851672156427839782936145478265913539184267621379458,
87....43..3.....6....4...82..1.78...49...1......9.....1...3...8..9.126......8...9,expert,872196435534827961916453782651278394498361527327945816145639278789512643263784159,
369.......8.1........49........6.........71.2...3...74.9..3..178.3..49...17.8..4.,expert,369278451284153796571496328742861539936547182158329674495632817823714965617985243,
.....21.5....5.3.........64.17946.5.6...2..7...5.17....24....3..6....9.2..3...41.,expert,478362195196754328352198764817946253649523871235817649924681537761435982583279416,
..............74.....3.5.1..8.....3.73.1.4.89..2.7.1.41..2.9..7.5.7.......4.51...,expert,823416975516987423947325618481592736735164289692873154168239547259748361374651892,
.6....9...8.2...515.4...........7625...14...7..8......2..8.41.6..16.........7....,expert,162458973789236451534719268413987625625143897978562314257894136341625789896371542,
.81.....6....2.13..3.56..2...37....4.5.....81......5....4..7..2...2......6.4....3,expert,281374956645829137937561428193785264756942381428136579314657892879213645562498713,
....34..8...29..6...27.835........49..5......46..7.....53.4.8..8.6...5...9.3.....,expert,617534928538291467942768351321856749785429613469173285153647892876912534294385176,
.2....3.....5.....439...1..3...725.9....43..7....8.4....7....4.......28.59....7.3,expert,625819374871534692439267158384672519956143827712985436267358941143796285598421763,
97.64.2........86.........9.4.25.7..8697....37....34......2...4......9..48.9...52,expert,978641235514392867236587149143259786869714523752863491395128674627435918481976352,
4..8...6.....15..3......2...6....81........745.........5...71..8.1.634.5.32.4....,expert,495832761728615943316479258263754819189326574547198326654987132871263495932541687,
..2.8..3.7...4...9...........4.289....357.2..5...39.8.648....75.9....3......5....,expert,452981637761345829839762541174628953983574216526139784648293175295417368317856492,
3.9...2....2...4.1..79..8....16....3.9.7.4......3.2...1...4...6.....9..2...1.3...,expert,359481267862537491417926835241698753693754128785312649138245976574869312926173584,
2.3.6..4....34............9..9.1......4.3.7.....9.....78....21.4.16.7.3..9..8147.,expert,213869547978345162645172389829714653564238791137956824786493215451627938392581476,
...5....8.8...3.4..5.7.6...3.........7....96.8....432..3762.........7.9....85....,expert,693542718782193546154786239349265187275318964861974325437629851518437692926851473,
...9....49..142.........93.26.51..........6.1.792.........9...7.473..5......253..,expert,756938214983142765412657938268513479534879621179264853325496187647381592891725346,
2......98..1..8..2..7......93..875.4.1..5.9..5.4.21..7.....9.7......2...8...4..35,expert,245713698391468752687295143932687514718354926564921387426539871153872469879146235,
.2..1..5...13..6...5....7..56...9...71.6..4..4..2...7.6.....5.....1......34....9.,expert,827416359941375682356892741562749138719683425483251976678924513295137864134568297,
1....8....79.6.......72......68..1..8..2..3....5.9.6.7..2..1..6.6.5.....35...7...,expert,124358769579164238683729514436875192897216345215493687742931856961582473358647921,
.24....1.........99.....4.6..7..928..8...2.933....8174.4........3...7....6.32....,expert,824963517156274839973185426617439285485712693392658174741896352238547961569321748,
24..839..........27....9.3.83....74.92...75..4....8.911..5.2.......9.......7.4...,expert,245683917693471852718259634831925746926147583457368291169532478374896125582714369,
.3..41.9..2...5..1......4....5.....3.....4..8.7...8.2.4...59..7..2..7.....3.12845,expert,536841792924765381187923456845276913269134578371598624418359267652487139793612845,
..3.....4.....2.....91....6..6.4...17....9.3.3.572....9....3..5...6..1.3....5.47.,expert,153976824468532917279184356826345791714869532395721648987413265542697183631258479,
.1.7...6..76.4...9....9.12..67..4.....35.7.....42.......9...4...21....353.......2,expert,912735864876142359435896127267314598193587246584269713759623481621478935348951672,
83...65..9..37.61.7..2............78.6......3...5.........1.....2...53..5.76.92..,expert,834196527952378614716254839245963178169827453378541962693412785421785396587639241,
6.3..7.95......1....2.5.8...2.76......68...3...9...2.1..75....959.....8..3.2.....,expert,683127495745983126912654873321769548456812937879435261267548319594371682138296754,
7....2...3..9..27........49297......4.56.9....6........3..84..25......84....73.96,expert,719842653348965271652731849297318465485629137163457928936584712571296384824173596,
.5...4...8.......4....7..297......8...2...5..146..........65..7..7.9..1...1..29..,expert,259684173873921654614573829795236481382417596146859732928165347467398215531742968,
8..5.4.2...4.96...95...8.....8..5.6...2...5.96..23.78.....5....74............98..,expert,867514923234796158951328647378945261412867539695231784189653472746182395523479816,
.8...7.53..7...24...1.....981.9......5..7...2.4...3..8........13....8.....5..23.7,expert,284697153937185246561324879812946735653871492749253618428739561376518924195462387,
....69.3261.4......2.5..6...4..9.....9..35.48..51..3..4...1..2.8.........32.5....,expert,584769132617423589923581674348697215196235748275148396459316827861972453732854961,
.....1.6..51..69.3.....32...8...9.2.......1.....65..7..6..1...8.392...5.8..9.76..,expert,392781564751426983648593217584179326976832145123654879267315498439268751815947632,
.67.9..........5.....5.82.782..3.......9.1......6.2.3.3......8..1..53.2..76......,expert,567294318182367594493518267829435671635971842741682935354126789918753426276849153,
6..5...2.......69.2.4..6....6.....4..5.6.1...3.12.7................94..754..7..6.,expert,613589724875423691294716835762958143459631278381247956937865412126394587548172369,
1.92....8...46.....8..7.43...3.8.1............2.6.7....6183.9..4...9...18..7...6.,expert,149253678357468219286179435573984126614325897928617543761832954432596781895741362,
9.3.......8...6.....6..21.3...98.5.7.6...7.......1..8.....7.6.....159.7..2.....9.,expert,953741826182536749476892153214983567865427931397615284539274618648159372721368495,
..9.2..6...3...94.8....325.....524...4.....3..6.4..1......45.1.....8...3.18..6...,expert,159824367623571948874963251381752496942618735567439182736245819495187623218396574,
.92......4..2..7.....5.6..856..3...7..8.....5324....6......74..6..........38....9,expert,892173654456289713731546298569431827178692345324758961915327486687914532243865179,
......1........2.4..3.........6..5...364.5..9..1.28.6.........2.6814.93..4.3...8.,expert,924786153687531294513294678892673541736415829451928367375869412268147935149352786,
.46..21..7..6..8.2.8............84....2....15.6..1....17..2..5...8.75....59..1..7,expert,546382179791654832283197564917538426832746915465219783174923658628475391359861247,
.2...3...4...7.96..6.9.....69.4.7.....285...4..8.9.......74.8...........3..68.47.,expert,927563148431278965865914237693427581172856394548391726256749813784132659319685472,
......52....19....27.3......3..75..6.8...1.5.1..23..9..........89.76.....63...71.,expert,619487523345192678278356941432975186987641352156238497724513869891764235563829714,
6....8.43...1...56..823..7.15...2...8...5.4...3........8.....3.2........476..1.8.,expert,691578243327149856548236971154762398862953417739814625985627134213485769476391582,
..6.2........586.....7..251.1...79..9.8..2..5....4...6.......8..7.4.9.........1.4,expert,756124398192358647483796251614587923938612475527943816345261789871439562269875134,
.6....7....2.6.........4....5......14.......6.39.5..2..4.573...1....6....269....5,expert,864132759792865134513794268257689341481327596639451827948573612175246983326918475,
8....9....718...2...9..743............3....9..2..4......8..4..3....8.16...7923.4.,expert,832459716471836529569217438746398251183572694925641387258164973394785162617923845,
67.3.......14...8...8........5..783.8.....1...43......3.6.89.4.7...5..9.9..1.43..,expert,679318425531426987428795613165947832897532164243861579356289741714653298982174356,
......1.2.741.....12.....3..1.5..2..95....36....9....4..7...5...6..27......6...4.,expert,685743192374192685129856437416538279958274361732961854847319526563427918291685743,
3....86212....758...51....4.43672....5..8....1....4....2....3...372..4....1......,expert,379458621214367589685129734843672195756981243192534867428795316937216458561843972,
7...8.6...81.2....35...98.......7..6..9..2.53.3...52.....73.............923....1.,expert,792183645481526739356479821245317986679842153138965274864731592517294368923658417,
2..69......6.3.8...4.....2..9.28....5.........825.7...9...4.6..6....84.7...95....,expert,238694571756132849149875326491283765567419283382567914923741658615328497874956132,
....27..........742..438.6.....4.15.1.7.82..3..........6.87..3.342.6..1..........,expert,416527389835196274279438561623749158157682493984351726561874932342965817798213645,
.2.1.....3..59.........6...8.......9..9.6...7.1.7....3..5...2.8.....8.31..732.59.,expert,928147365361592874754836912873415629549263187216789453635971248492658731187324596,
...5.9..8..3..49...6.3...2...1..2.........6..2.....3...5..4....4.2.5..1..1.2.8.64,expert,724569138183724956965381427691832745538417692247695381856143279472956813319278564,
7.543.....8.5....2.3296..5..6......9..9...837...............4.66.....28...8..5.9.,expert,715432968986517342432968751364781529159246837827359614591823476673194285248675193,
23561.8...98.4....1.4..92.........14...3..5.8..948.3........162...1...35......4..,expert,235617849798243651164859273382965714416372598579481326853794162647128935921536487,
.9......46.....3..57....192.....1.....1.6.7.946.......3..75.6.....1.2...14..965.7,expert,293517864618249375574638192937821456821465739465973218389754621756182943142396587,
.4...1.7.1.8...4....37..1.....2..95.2..1......3...78...2.4.8..3.915.2.....537....,expert,942831675178625439563794128817243956259186347634957812726418593391562784485379261,
.16....4..5.2.......85....68.2..6.........7.3.7.4..2...8......7..5...4.84.1..2...,expert,316897542957264831248513976892376154564921783173458269689145327725639418431782695,
......8..3.1.85...5..614..7.185.....4...3.9.86........7..1......94.7.....6...3.1.,expert,246397851371285694589614327918546273425731968637928145753169482194872536862453719,
..7..84........19.9...4......273..8.67...........69...3..17....2.4.9..6..8...62..,expert,567918432438625197921347658192734586673581924845269371356172849214893765789456213,
1......4.3..9.5....29.467...........6....2.34.4...9.7...5.2..1...7.645.......1...,expert,156273948374985126829146753732418695691752834548639271465827319917364582283591467,
3..6..214.64.....81...8..5......5.......7...2..7......681....4..4..387....2..45..,expert,378659214564712938129483657816295473453876192297341865681527349945138726732964581,
.7.53..2.86..1.....5..8.9......5....9....17.8.8.7..2...3.........8...6..5.76..3.1,expert,179536824864912573253487916726853149945261738381749265632198457418375692597624381,
.......3..6.......289.....6..7..5...9..2..3578..4..9......6..4...3..8.2.658.....3,expert,571826439364759812289314576137695284946281357825437961792563148413978625658142793,
64....75...9......731.9....4.5.......6..5....98.7.1..6....84..78..67.1..1.4.....8,expert,648213759259467813731598264415836972367952481982741536596184327823679145174325698,
7......62..84...5...4.9..3......6.9.5......7..7...82...4.8..6..6...3......3..25..,expert,795183462238467951164295738481726395526319874379548216947851623652934187813672549,
4.....79.13.5...867.6..4..3.1...5.7.....9.......168.4......3......4.78....765..3.,expert,458236791132579486796814523819345672645792318273168945524983167361427859987651234,
.....7..2....347.6..1.6.....97..2...8.2....7.6..9....3..3....182..4.......67.9...,expert,364897152529134786781265934497352861832641579615978243973526418258413697146789325,
8..4..2...2.791..8..1..53........7...482...59..9..3..2.9......77......4...5......,expert,857436291423791568961825374216549783348217659579683412694152837732968145185374926,
7..1..6...9..2..5....9..72...1..7.48...2.6...4.7...............578.......6..92...,expert,742185639396724851815963724621357948983246175457819263239478516578631492164592387,
..............7..3.7..3.8..8.5.4..7.....8.9..93...1.....971.65....6...9..13.9..4.,expert,396158724284967513571432869865349172147286935932571486429713658758624391613895247,
98..6...2....3...7...27.........3.5.62.54.9.....78...6.5...9.4...........98...5..,expert,987165432265934187134278695871693254623541978549782316356829741412357869798416523,
....6....92.......5..1.2.....7...58...25........38.7.9..981..3.31...6...6.87.5...,expert,784963251921458376563172498137629584892547163456381729279814635315296847648735912,
.9......2.65.3.87...8.5..3.9.3...7.....3........79..56.5.87...........2....462...,expert,394187562265934871718256439983625714576341298421798356652879143849513627137462985,
7.8.46.............347...8..493.....2.1.....7....9..4.....6.1......21793...9.8.2.,expert,798246315612853479534719286849372561251684937367195842923467158486521793175938624,
.....6.....84......34.12......32..8..6...4..7.8.5..4........3152......4..75.....8,expert,591736824628495173734812956459327681162984537387561492846279315213658749975143268,
..1...4.55..1.....376.2.........69...........7.....36.64..9..3...3.1.2...92.3...4,expert,921863475584179623376524189438756912269381547715942368647295831853417296192638754,
6....15.....2..1...84....9.2....8....315.2...9..4..8........98.3...492.....3...5.,expert,629781534573294168184635792247968315831572649956413827462157983315849276798326451,
.4.......6.95..83...7.9...4....2..73..3..6..9...8......7...56.8...6...2.....7.95.,expert,248163795619547832537298164864921573123756489795834216972315648451689327386472951,
2..4...3....5.......9.7....51...9.2.4.7..23....3.....1...8.....3...14.5..8473.1..,expert,275491638148563279639278415516389724497152386823647591751826943362914857984735162,
5.......474.52....936..1........6.3....1.....2....94....3..7..6.9..........93.27.,expert,582693714741528693936741825879456132364172589215389467423817956197265348658934271,
.8......79..3......325......1.........9.2.3........6.1..678..2..93..1.6.7..9.35..,expert,581649237947312856632578149315896472469127385278435691156784923893251764724963518,
8.24..1.61..5..3...5.....8...8...9..4...6.2...29.8.......24...9.4....561....1.4..,expert,892473156176528394354196782618752943435961278729384615561247839247839561983615427,
6....3.9..1.....5.4.....16759........4..9....8.6..7...1....4.......59..1..58.67..,expert,652173894719468352483925167591382476247691538836547219168734925374259681925816743,
.4..6.....2..3....6.1.2....93.6....7...7...3........5...9.7.2..1...4..755..3.1...,expert,345968721728134596691527348934652187856719432217483659469875213183246975572391864,
.....48564...29.7....7..2...4...2..1.294.......5.87..9..8...6............528...1.,expert,297134856486529173531768294843952761729416538165387429378291645914675382652843917,
7.........4..68.2.....9..783......97.5.......9873..5.6692...8.5......26...3......,expert,768213954549768123231495678326581497154976382987324516692147835475839261813652749,
.8.....65.42.859....56.9..8.....46......5....2..9..4..4.1....2...8.9....57..62...,expert,987143265642785931135629748853214697794356182216978453461537829328491576579862314,
......4.6.....3.1.5..4.69.3....4..8......82.....5....9....91...9.4.8..2.8.326.1..,expert,329817456467953812581426973732649581695178234148532769256791348914385627873264195,
2..3....8.9...........5.9......6...5.3....79..5....32...62..4..52...6.7.34.9.8...,expert,215397648893614257467852931972463185638521794154789326786235419529146873341978562,
..1.85...4....6.1.6.79....8....142.9........1..8..7.4...4...7....6....2......89.6,expert,321485697489376512657921438735814269942653871168297345594162783876539124213748956,
8.41...53....24..8..3.......62..........53......64..8...9482....2......65...9....,expert,874169253956324718213875649762918435148253967395647182639482571427531896581796324,
4..2.9....51......9.6..8.....9.....65.4......2..75..4.......267.....2..1.1.4..5.9,expert,487239615351647892926518374139824756574963128268751943843195267695372481712486539,
.3......6....987..48.7..9.36.....8273.....5...4..2..........4.......6..99...84.3.,expert,739145286126398745485762913691453827372819564548627391263971458854236179917584632,
.58.1....3....91..9......2....3.....5.91.83....3.975.8.........61...578...5.3.6.1,expert,758216439324589176961473825186354297579128364243697518437861952612945783895732641,
.4...6......9...8.9..425...2......17.6.1725.9......6...1.85926.....6..7....2....1,expert,345786192726913485981425736254698317863172549179534628417859263592361874638247951,
.824....5..6....4......5..6.9...1....5...7..8...28........26.........859....9...7,expert,382469715516872943749315286894651372253947168167283594978526431621734859435198627,
64.....9..8....5...157...64.7..46.1....1....3....9...6...513...5.9.6.........8...,expert,643851297987624531215739864872346915496185723351297486728513649539462178164978352,
..58.....4.16...9......4...7..92...8..6....4.8..5..6...9......2.......1.56..874..,expert,625839174471652893983714265714926358256378941839541627197463582348295716562187439,
....9......6...5..9..6......5174.6.....5.9...3.7........5.2..3..6...3..1.4...67.2,expert,512394867436287519978615324851742693624539178397168245785421936269873451143956782,
....5....34....7.9526.........9..17..1.3...2..3..2.9..4..1.7..5....4....271......,expert,197458632348612759526739481652984173819376524734521968483167295965243817271895346,
....7528.2..........18..37...2.5..3.4.7.......85..479........5..9.38...1....9....,expert,349175286278963415651842379962758134437219568185634792813426957594387621726591843,
.7....1.....2..4..168....2....4..5.66..7.5...7.....9.1.19.28...8........42..9....,expert,274986153953271468168543729382419576691735284745862931519628347837154692426397815,
9....1.........65....26.3..53........9.....4.7....6.15.7.62.....21.34.7....7.5.6.,expert,963451287217893654854267391538149726196572843742386915475628139621934578389715462,
7.8..3..56...41..2.2...5.8...5..8....4....2..1...5....3.....67...6.3....4.168....,expert,718923465653841792924765183235478916849316257167259348382594671596137824471682539,
.8751.4..3.5.......41.7..93..3..8.....4...8......2........9..3....1.7..4...3.2187,expert,987513426365249718241876593793658241524731869816924375178495632632187954459362187,
.....654.....946......3...1..437.9.8...1....35...8.....5.4.....1.3.......6.....1.,expert,392816547871594632645237891214375968986142753537689124759421386123968475468753219,
..2.....6...24.8..3...8....4.....31.9..........7.2.....3..741....183.6..6.....9.8,expert,182593746796241853345786291428965317963417582517328469839674125251839674674152938,
......5673......4..5....9.........5.4.8..53.....63...9.2.......93.5.47.6..63.2..4,expert,842913567319756248657428913193847652468295371275631489724169835931584726586372194,
9....7...4.......5.153..4...9.1...4.6...72..9.7..451.........52....3...........64,expert,968457213437281695215396478592163847641872539873945126384619752726534981159728364,
6....1....8...5.....12.........8..2.2..7...35..36...17.5...91.....53...67.8......,expert,627841359984365271531297468175983624269714835843652917356479182412538796798126543,
8.......7.62...5..4......827.86.1..5...7........34..1.1.6.......85.7.3..27....8..,expert,891254637362817594457936182738691425514728963629345718146583279985172346273469851,
....681.......1.7.......89.4......6..193.....3...8....9..42.7.3..89..4...4...7.1.,expert,594768132823591674167243895482159367619374258375682941951426783738915426246837519,
.9.3.61...1...4.7...8.....46.7.9......461...51..7.3..9......4..........7...9..3.8,expert,495376182213584976768129534657492813934618725182753649876235491349861257521947368,
..7.5..9...378...2.2...637.9.......8....2..6...6.......5.81.9...6..73.....89...2.,expert,647352891593781642821496375914637258375128469286549713752814936169273584438965127,
...2...16...1..4.54.7..6......7236.46.4....2.....4...8..2.5...7.......8.1.....3..,expert,539274816268139475417586239981723654654918723723645198842351967376492581195867342,
68......1.4..1....1..2.......9........3...79.8.....6.2...8.9..43...261.74....3.8.,expert,682937541947615823135248976769382415213564798854791632521879364398426157476153289,
....1.....5....4........851...3...4...1.....2.8.6..57.7.2.3.....35167..8....25...,expert,328514967157896423964273851579382146641759382283641579792438615435167298816925734,
..3......57..8.23.2.1..7....4..5.8.97...1...4..2..3.......3.5.........4..581.....,expert,983265471574981236261347985346752819795816324812493657127634598639578142458129763,
......87....4.........2.1...2.7.9...7.825..3.....3....1..57..8..4..83.1.8....2957,expert,465391872281467395379825164623719548718254639954638721192576483547983216836142957,
.........4.1..6...68......936.9..18....8...9...5.6...4..8.4..2.53.12.....4....3.5,expert,759418263421396857683752419364975182217834596895261734978543621536127948142689375,
...4...1...2.9..3...35..8.44.1.6.52....8.9..196..5..8..24.3..5.............62....,expert,576483912842196735193572864481367529235849671967251483624938157358714296719625348,
....6...24.97.13.......9.7.7......1....6...5.9.....7...6.13.4..3...942.7.........,expert,571368942429751386638249571752983614143627859986415723867132495315894267294576138,
....5......4..9..39.....8.5.2.18..5.71...49....83.7.........1....1.7...4..24...8.,expert,187253496254869713936741825429186357713524968568397241645938172891672534372415689,
.8........9.75..4..1...9..7.......197.....465......8..9..8.6....5.1.4.2.1...2..98,expert,587241936396758241214369587865472319721983465439615872972836154658194723143527698,
..9.....5...5..8..2..7..3..9....36..8.39..1526..2.5.8........3.3.....27617..2....,expert,489632715736514829251798364925183647843967152617245983562879431398451276174326598,
....8.......56.8.1...1....7.9....4.8.6..5...92.5.19......74...6..1......4.78..1..,expert,316987542972564831548123967193672458764358219285419673859741326631295784427836195,
.4.9.......8.25...6.7........47..1.8.....15.2.91....4.2..697......5...6.....42...,expert,142976853938125674657384921524769138876431592391258746213697485489513267765842319,
.4..2..9..2.4.91....5......6..1..5..4..25..83...8.......4..3...58.6......16.4..2.,expert,147325896823469157965781234638194572491257683752836419274513968589672341316948725,
1..9.7....6.......738......6..2.39.......1.4....86.3..4....8.9...17.....9..6.2.71,expert,145937628269185734738426159614273985387591246592864317476318592821759463953642871,
3.......97...........95.4..41..2.......6.9.5....7....1.6.17.3....7..41....53..2..,expert,354862719729431586681957432416528973273619854598743621962175348837294165145386297,
867.....21.....7....3..5.1..2.86..9..3.1....6...2...7..85......6.........126.9..8,expert,867941532159326784243785619721864395538197246496253871985432167674518923312679458,
3...612.7.1.395.6...97......2.58.....3.............9.......35.8..26..7...5......2,expert,345861297217395864869742153421589376936127485578436921694273518182654739753918642,
.6.8..57...7...2.3..36.91...81....5......5.9..7.38..........78....1......5...3..2,expert,164832579897541263523679148281967354436215897975384621319426785742158936658793412,
...81.94..786.....1..35..7.9..1....8....3....6.3.95.1.5.6.......4.5.6.....9.4....,expert,365817942478629153192354876954162738217438695683795214526973481741586329839241567,
.....67.2.....3.8..2........85....9.7.9.3.6...624..3.......52..5.3.7...9....6..7.,expert,931856742457123986826749135385612497749538621162497358674985213513274869298361574,
..3....7....1...3..94....5...5.81..7.8795.......43..6.748...9............613..4..,expert,123895674576124839894763152435681297687952341912437568748516923359248716261379485,
.1.2.....8...9.....53.1.8...213..45..9..........4.52...4........6......85.8.42..9,expert,614238975872594613953716824721389456495621387386475291149867532267953148538142769,
